"","X1","Heading","Text","Rating","Time"
"2400",543,"Nice phone","Great product works perfectly would recommend it to anyone",4,2019-10-27 08:29:00
"2401",544,"Great phone","Faster and better pictures than the Iphone X.  Typical Iphone.",4,2019-10-21 18:02:00
"2402",545,"Nice new phone","Upgraded my phone to the 11 so far so good it’s a nice phone !",4,2019-10-20 22:03:00
"2403",546,"Its an Iphone","Not the best value but a necessity.  Moving up from an iphone 6s because the battery life became an issue.  Wish I could fix the battery life instead.",3,2019-12-27 19:57:00
"2404",547,"Good phone","Steep learning curve. I had an old phone. Learning to like it.",4,2019-10-08 08:24:00
"2405",548,"Nice","Love it and the color! Easy to use and nice display.",4,2019-10-18 15:56:00
"2406",549,"Quality smart phone","This phone is a good buy for the price and quality",4,2019-10-17 16:53:00
"2407",550,"Love the color❤️❤️","Love the color. A true Apple girl! So excited to use my new phone.",4,2019-09-28 19:51:00
"2408",551,"Nice camera. Takes great pictures!","Have problems with overheating and phone freezes very often. I’ve heard other people having the same issues.Usually reboots fix the problem but it’s a pain in the butt to have to constantly reboot. Haven’t had to do that with any other iPhone as often as I do with this one.",2,2019-11-02 00:51:00
"2409",552,"Android conversion","I switched to Android but bought this for my spouse who still needs the training whéels of an Apple device.  I am still not impressed with their latest product.",3,2019-12-06 16:40:00
"2410",553,"Harder to use than the 6","The operating system is not intuative to use and a lot. Harder than the 6",3,2020-01-24 22:03:00
"2411",554,"Sorry phone.","The battery only stays charged for two days and I don't play games or music . I don't talk on it only text every once in a while. Just think if it was the only phone I have it wouldn't stay charged up a half a day. My old I phone 6 stayed charged longer than this I phone 11.",2,2020-01-31 17:07:00
"2412",555,"Bluetooth doesn’t work","The phone is nice, but I can’t get the phone to find Bluetooth items.",3,2020-01-15 17:08:00
"2413",556,"Great Upgrade!!!!!!","This phone is a huge improvement than the iPhone SE. First off the battery life is astounding.  It´s a huge improvement from the SE.  I love the size of the screen on this phone. Some think it is to big for a phone, but I love it.",5,2019-11-07 12:48:00
"2414",557,"Ok","Basically another overpriced I-phone, but with my old phone becoming nearly obsolete I don't really have much choice.",3,2019-11-08 00:57:00
"2415",558,"Worst iPhone I’ve ever owned","I really miss my iPhone 8 Plus! After using the iPhone 11 for a few days I really hate it! First, the screen scratches extremely easy with nothing done to it other than normal use. My iPhone 6 had less scratches after 5 years than the iPhone 11 after 5days. Screen protector is a must! Also, it’s extremely slippery, almost like they coated it with a substance. Not having a home button or finger print scanner is abysmal. Overall I’m stuck with it, but it’s a piece of junk compared to the 8/ 8 plus.",1,2020-01-03 14:44:00
"2416",559,"Great phone awful workers","The workers at Best Buy are some of the worst and slowest out there. I hated every minute of what should’ve been a fun purchase, not to mention that he almost messed up my new phone. 
Never go here, just go straight to apple, or an AT&T store",1,2020-02-16 15:39:00
"2417",560,"Cracked iPhone","Made this purchase online with some other accessories.  Not sure if the phone was cracked when received. But I was sold an otter box that stated it was compatible with the iPhone 11, which it is NOT. Tried to have my issue resolved in the Rogers, AR Store to have no help from Barry or Drew.  I will be closing my credit account and never shopping at Best Buy again.",1,2020-01-02 15:44:00
"2418",561,"Made my teenage daughter very happy!","This iPhone 11 was a Xmas gift for my teenage daughter. She wanted the red one specifically, so I was very happy that Best Buy had them in stock. My daughter’s favorite features on her new phone are the improved camera and the extended battery life. She also likes that the Face ID feature keeps anyone from reading text previews on her lock screen. However, that may be my least favorite feature on her phone! ;)
Very pleased with this purchase overall!",5,2019-12-27 16:03:00
"2419",562,"camera does not operate  as it should","my phone work for only 3days will not let calls come in or me call out the beat it has done is take pictures need help",2,2019-11-18 20:46:00
"2420",563,"Iphone 11","Good phone but bogo by AT&T not honored so don’t know.",2,2020-01-03 15:31:00
"2421",564,"Great camera, worth the money","This phone has a great camera. I actually went from the iPhone 8 Plus to this. Was really hesitant about changing because of losing my home button, however, I have not missed it at all. It was easy to transition. The picture quality is also fantastic. The pictures are very detailed. Great Phone, would highly recommend.",5,2020-01-03 15:28:00
"2422",565,"Loving the New Iphone","Upgraded from the iphone 6 to the iphone 11 and am loving all the updates.  Very intuitive and user friendly features, bigger screen size, longer battery life, faster charging and much improved camera.  So glad there was an option at this price point, as I was not willing to pay $1,000 for a new phone!",5,2019-12-20 16:46:00
"2423",566,"A great phone with incredible improvements","A great phone with incredible improvements. I traded in an iPhone 6 for the iPhone 11 and what an incredible difference in processing, speed, quality, battery life, and The size of the  picture. The face recognition feature works every time even in pitch black darkness. I haven’t had the chance to use the dual camera lens yet but look forward toward it.",5,2019-10-04 17:02:00
"2424",567,"Amazing and user friendly!","The phone has an easy learning curve and the transfer to it from my iphone 5 was so very easy!
The pictures from the camera in this iphone are marvelous, crisp and clean. Such a sharp image with the camera in this iphone 11.",5,2019-12-29 13:47:00
"2425",568,"Great Phone","This phone is a great upgrade and a beautiful design.  I purchased the purple phone for my daughter and she loved it.  It has all the great features of the iphone plus many additional upgraded features such as the upgraded camera/picture quality.",4,2020-02-19 21:40:00
"2426",569,"Still dont have it","Because best buy uses USPS instead of someone else I dont know where my phone is and still dont have it yet.",1,2020-01-04 08:28:00
"2427",570,"Awesome phone!","This phone has an excellent camera. The pictures turn out amazing. It also has very good battery life. I can use it all day long and not even use up half the battery.",5,2020-01-17 10:50:00
"2428",571,"Failed","Install was in completed , now I have to take off another day to have someone else come",1,2019-12-20 16:37:00
"2429",572,"Delayed order","Phone doesnt work good yet. Best buy through products are not good",1,2019-12-20 15:47:00
"2430",573,"Was put in mailbox I never signed or anyone at hom","There is a huge risk buying things at best buy. Mo piece of mind",1,2019-12-11 20:55:00
"2431",574,"Awesome phone. Easy to use.","This upgrade is great & easy to use. Love the camera! Charges really fast & battery lasts.",5,2020-01-08 14:01:00
"2432",575,"Apple Continues to Impress","Even though this isn't the Pro model with the ""best"" camera, the camera is still fantastic! (We used my phone for all of our Christmas photos this year.) I was a bit skeptic about not having a home button when I upgraded from a 7+, but I have been pleasantly surprised at how easy and intuitive the interface is... again! Last time I got 256GB and never used even nearly half of the space, so this time I went with 128GB, and it has been plenty of storage for me. The battery lasts much longer than my 7+ ever did. I use my phone for business, and I have not yet once had to plug it in before I go to bed at night, and frequently I don't have to plug it in overnight. Price point is my biggest gripe, but I got it from Best Buy at a discount, so it wasn't as bad as I feared. I definitely recommend the iPhone 11.",5,2020-01-16 12:29:00
"2433",576,"Surprisingly Worthy Upgrade from my iPhone XR","First off, I really loved my XR. I liked the screen size, how powerful the processor was, and the battery life. Contrary to what some people have said, the screen quality on the XR was more than adequate, and my previous phone was the X which has an OLED screen. I even found the camera quality on my XR more than adequate. 

I will say the only substantial difference between the 11 and the XR is the camera. The speaker quality is somewhat clearer with more depth than the XR, but the speakers on the XR are really good and the difference is minor at best. The same is also true for the battery life. The battery life on the XR is great with the 11 slightly greater (with both phones it's unusual for me to have less than 50% battery life at the end of a long day).

Having said all of this, the new cameras are so good it's worth the upgrade from the XR to the 11. I love the night mode and the ultra wide lens. I'm able to take any number of photos I really couldn't take on any iPhone before. But beyond that, the video quality and still life quality on the standard wide lens is the biggest jump I've seen in any iPhone since the iPhone 6 came out. This isn't the sort of upgrade anyone with an iPhone 8 or maybe even iPhone 7 needs, but it's nevertheless a terrific upgrade I am happy I made.",5,2019-11-23 00:20:00
"2434",577,"Love the 11!","Long battery life plus wireless charging. Amazing camera, easy for amateur to take beautiful photos.",5,2019-12-08 05:06:00
"2435",578,"Great phone","So far I love it. Battery is very nice and pictures are beautiful. Easy to operate",5,2019-12-20 15:33:00
"2436",579,"Phone had a lot of problems","Had to get a replacement at apple 
After waiting for 3 hours",1,2019-11-08 21:11:00
"2437",580,"Great camera","Great battery life and quality
Excellent camera quality 
Love the color",5,2019-12-21 08:52:00
"2438",581,"Signal Reception Earns iPhone 11 1 Star","iOS is beautiful, as always. I've used iPhones for years now. 

The signal reception is an absolute joke ever since they switched to Intel. Granted, I do live in the country, but my Galaxy s10e has none of the same signal issues here. VoLTE on the iPhone 11 simply doesn't work unless you're in a super strong signal area, and the signal continuously drops in and out at my house. The amsung Galaxy s10e gets full bars and I have zero trouble talking over VoLTE, at the same location. 

I'll be returning this and keeping my iPhone 8 Plus until Apple decides to use Qualcomm instead of Intel.",1,2019-09-29 12:49:00
"2439",582,"Great phone upgrade","I finally gave up on my iPhone SE after the battery started playing out and being product shamed for having such an old version (is that the first iPhone ever??).  The iPhone 11 is a beautiful phone with a long lasting battery and great camera.  My only con is the size - it is significantly larger that my old one and it appears to be very fragile.  My fear is it falling out of a shallow pocket (don't want to add a case due to its size), so I got roped into the Apple Care.  I also like the 128K to store music and photos.  In spite of the size adjustment, I'm very satisfied with the product.",5,2020-01-24 16:24:00
"2440",583,"A great phone upgrade","My wife isn’t really worried about how up to date her tech is, but she’s soooo glad she upgraded from her iPhone 6S to iPhone 11. She loves the full screen and said she got used to not having a home button with a day or two. The camera is great and overall such a nice phone. She was not a fan of the fingerprint ID so changing over to face recognition is something she loves. And nice to have an option that was less expensive as the Pro options. When we bought iPhone 11, Best Buy has a sale where it was basically the same as an XR.",5,2020-01-31 14:53:00
